user_id,course_name,country,device_type,avg_session_time_min,days_active_last_30,videos_watched,assignments_completed,activity_level,feedback_text,dropout
143,Web Development,Germany,mobile,131,17,41,8,high,i stopped understanding after few lessons,1
144,Cyber Security,USA,,23,0,38,16,low,too fast pace for beginners,0
145,AI,India,mobile,19,28,114,27,low,platform is good but i am losing interest,1
146,Python,USA,mobile,50,3,34,2,medium,,0
147,Web Development,Germany,desktop,20,26,40,6,medium,not enough support,0
148,Cyber Security,India,desktop,116,17,47,6,,i was enjoying the course but now feeling lost,0
149,Web Development,Canada,mobile,92,13,77,20,low,lectures are boring and repetitive,0
150,,UK,mobile,93,23,95,5,high,i stopped understanding after few lessons,0
151,Cyber Security,India,tablet,83,10,70,19,medium,need more examples and practice,0
152,Cyber Security,Germany,,53,28,43,7,low,great start but later became difficult,0
153,AI,India,desktop,123,25,96,3,medium,too fast pace for beginners,0
154,Cyber Security,USA,desktop,85,27,111,25,low,initially motivated but now skipping videos,0
155,Web Development,,desktop,82,8,34,14,medium,,0
156,Cyber Security,India,desktop,9,12,26,5,high,,0
157,AI,Canada,mobile,4,25,64,15,,i stopped understanding after few lessons,0
158,AI,India,mobile,169,16,69,4,high,i stopped understanding after few lessons,0
159,,UK,tablet,25,14,65,11,medium,not enough support,1
160,Web Development,India,desktop,34,1,70,13,medium,need more examples and practice,0
161,Data Science,,desktop,73,5,71,25,medium,platform is good but i am losing interest,0
162,Data Science,USA,mobile,137,28,62,5,high,,1
163,Cyber Security,India,tablet,82,25,108,2,medium,i stopped understanding after few lessons,0
164,,Canada,mobile,141,27,92,28,high,content is good but explanations are confusing,0
165,Python,Germany,desktop,137,6,79,18,medium,i was enjoying the course but now feeling lost,0
166,Cyber Security,India,desktop,4,1,28,9,,not enough support,0
167,,India,,162,23,30,6,,i stopped understanding after few lessons,1
168,Web Development,UK,,7,12,63,12,medium,need more examples and practice,0
169,Web Development,Canada,,15,9,85,0,low,initially motivated but now skipping videos,0
170,Web Development,,tablet,38,15,52,0,high,content is good but explanations are confusing,0
171,Web Development,Germany,mobile,91,8,73,16,medium,,0
172,Web Development,USA,desktop,52,7,67,21,high,i stopped understanding after few lessons,0
173,,India,desktop,81,24,24,3,low,i stopped understanding after few lessons,0
174,,,tablet,100,14,119,13,,not enough support,0
175,AI,Germany,desktop,7,21,116,5,high,initially motivated but now skipping videos,1
176,Data Science,USA,desktop,107,26,12,29,high,content is good but explanations are confusing,0
177,Web Development,,mobile,45,6,80,13,high,great start but later became difficult,0
178,Python,Canada,,59,21,39,14,high,initially motivated but now skipping videos,1
179,,Canada,,122,22,71,0,high,i stopped understanding after few lessons,1
180,Python,Germany,tablet,21,18,86,19,,need more examples and practice,0
181,Python,USA,,156,3,6,15,high,content is good but explanations are confusing,1
182,Python,Canada,,3,8,31,3,high,i was enjoying the course but now feeling lost,0
183,AI,Germany,tablet,142,18,23,1,,lectures are boring and repetitive,1
184,,Canada,tablet,2,1,0,0,medium,not enough support,0
185,Python,Canada,,29,27,110,12,medium,not enough support,1
186,Web Development,,mobile,146,28,46,15,high,need more examples and practice,0
187,Cyber Security,,tablet,37,26,50,7,,great start but later became difficult,1
188,Python,Canada,desktop,173,6,35,21,high,platform is good but i am losing interest,0
189,AI,UK,tablet,45,21,26,3,medium,i was enjoying the course but now feeling lost,1
190,,,desktop,152,18,69,1,,too fast pace for beginners,1
191,AI,USA,tablet,120,5,41,27,low,platform is good but i am losing interest,0
192,Python,Germany,tablet,46,14,94,12,,initially motivated but now skipping videos,0
193,,Germany,,140,6,75,4,medium,lectures are boring and repetitive,0
194,Cyber Security,USA,,53,5,89,24,,,0
195,Python,USA,,45,0,88,22,low,great start but later became difficult,1
196,AI,USA,mobile,32,27,67,19,,too fast pace for beginners,0
197,Data Science,USA,,18,13,69,20,high,great start but later became difficult,0
198,Web Development,India,,13,0,109,23,high,too fast pace for beginners,1
199,AI,Germany,tablet,132,24,12,26,medium,lectures are boring and repetitive,0
200,,India,tablet,23,5,24,12,,need more examples and practice,0
201,Python,Canada,mobile,62,27,94,4,medium,great start but later became difficult,0
202,Web Development,Canada,desktop,54,17,21,15,,initially motivated but now skipping videos,0
203,Python,Germany,tablet,69,26,116,27,medium,lectures are boring and repetitive,0
204,,Canada,tablet,168,16,98,5,,i stopped understanding after few lessons,0
205,Python,USA,desktop,14,26,20,15,high,content is good but explanations are confusing,0
206,Data Science,India,mobile,98,27,14,28,medium,great start but later became difficult,1
207,Web Development,USA,tablet,28,1,66,25,medium,i stopped understanding after few lessons,0
208,Web Development,Canada,,95,7,36,21,low,lectures are boring and repetitive,1
209,,,mobile,71,20,44,23,,not enough support,0
210,Data Science,India,desktop,67,22,25,12,high,content is good but explanations are confusing,0
211,AI,USA,desktop,157,22,110,10,high,content is good but explanations are confusing,0
212,Python,Germany,,100,1,80,20,high,lectures are boring and repetitive,0
213,Cyber Security,USA,,61,15,101,0,medium,need more examples and practice,1
214,Python,,,103,3,54,3,high,i was enjoying the course but now feeling lost,1
215,Python,Canada,mobile,137,1,49,2,medium,not enough support,0
216,AI,India,desktop,119,22,34,17,low,great start but later became difficult,1
217,Python,Germany,,17,4,40,22,high,lectures are boring and repetitive,0
218,Data Science,India,,49,16,71,15,low,initially motivated but now skipping videos,0
219,Data Science,Germany,desktop,78,1,115,12,,not enough support,0
220,Web Development,India,tablet,46,21,10,12,,need more examples and practice,1
221,,Canada,mobile,93,13,87,6,low,i was enjoying the course but now feeling lost,0
222,Cyber Security,Germany,tablet,121,19,106,23,,initially motivated but now skipping videos,0
223,Python,UK,,13,6,7,14,high,lectures are boring and repetitive,1
224,Python,India,mobile,45,14,53,25,high,i stopped understanding after few lessons,1
225,AI,India,tablet,17,17,93,14,medium,not enough support,1
226,,USA,desktop,47,12,0,4,low,,0
227,Data Science,Germany,,62,11,97,16,low,not enough support,0
228,Cyber Security,,mobile,178,1,19,21,medium,content is good but explanations are confusing,1
229,Web Development,UK,mobile,43,11,99,21,high,need more examples and practice,0
230,Data Science,Canada,mobile,68,5,33,10,low,initially motivated but now skipping videos,1
231,,USA,mobile,124,23,56,23,medium,not enough support,0
232,Web Development,UK,,109,28,97,12,low,lectures are boring and repetitive,1
233,AI,Germany,,28,0,12,9,low,platform is good but i am losing interest,1
234,AI,UK,desktop,173,20,53,14,medium,content is good but explanations are confusing,1
235,Python,India,desktop,169,0,52,1,low,initially motivated but now skipping videos,0
236,,India,desktop,94,14,51,10,,i was enjoying the course but now feeling lost,1
237,Cyber Security,USA,tablet,118,26,5,24,medium,too fast pace for beginners,0
238,Web Development,Germany,desktop,164,15,35,10,medium,lectures are boring and repetitive,0
239,Data Science,Germany,,91,21,24,28,,need more examples and practice,0
240,,UK,tablet,84,6,90,21,low,initially motivated but now skipping videos,0
241,,USA,,33,21,57,0,,i stopped understanding after few lessons,0
242,AI,Germany,tablet,25,13,110,24,low,initially motivated but now skipping videos,1
243,Python,,desktop,19,28,54,7,high,i stopped understanding after few lessons,0
244,Python,,desktop,175,24,94,25,,content is good but explanations are confusing,0
245,Web Development,India,desktop,106,18,2,16,,i was enjoying the course but now feeling lost,1
246,AI,UK,tablet,33,23,27,7,,need more examples and practice,0
247,,Canada,,67,18,67,12,high,i was enjoying the course but now feeling lost,0
248,Cyber Security,India,mobile,142,26,80,22,low,content is good but explanations are confusing,0
249,AI,USA,,161,27,37,4,high,initially motivated but now skipping videos,0
250,Web Development,Germany,desktop,42,28,33,28,,need more examples and practice,0
251,Web Development,India,tablet,95,28,83,5,high,not enough support,0
252,AI,Canada,tablet,47,22,12,19,,too fast pace for beginners,0
253,Web Development,Canada,desktop,35,29,110,24,medium,,1
254,AI,,tablet,117,12,4,24,low,,1
255,Data Science,USA,desktop,160,20,59,28,,platform is good but i am losing interest,0
256,AI,India,,76,11,87,25,high,lectures are boring and repetitive,0
257,AI,UK,tablet,179,28,114,13,high,,0
258,Web Development,India,mobile,142,0,101,16,high,too fast pace for beginners,0
259,Web Development,,tablet,146,26,16,15,low,not enough support,1
260,Python,Canada,desktop,128,11,56,27,medium,great start but later became difficult,0
261,Python,USA,mobile,55,3,30,8,low,great start but later became difficult,1
262,Data Science,USA,desktop,98,29,91,18,medium,great start but later became difficult,0
263,Python,UK,tablet,108,28,64,27,high,i stopped understanding after few lessons,0
264,AI,USA,mobile,49,26,65,1,low,lectures are boring and repetitive,0
265,Web Development,,mobile,113,14,32,3,medium,too fast pace for beginners,0
266,Python,,tablet,134,24,103,19,high,i stopped understanding after few lessons,1
267,Python,,mobile,70,15,92,8,high,too fast pace for beginners,1
268,Data Science,USA,,86,14,3,3,low,too fast pace for beginners,0
269,,USA,mobile,136,7,81,4,medium,i was enjoying the course but now feeling lost,0
270,Data Science,,mobile,143,18,54,5,high,initially motivated but now skipping videos,0
271,AI,USA,,154,14,23,19,high,too fast pace for beginners,0
272,Web Development,USA,desktop,39,17,31,0,high,i was enjoying the course but now feeling lost,0
273,Data Science,Canada,desktop,131,10,72,12,,platform is good but i am losing interest,1
274,Python,India,,10,8,46,17,medium,,1
275,Web Development,Germany,mobile,3,0,15,2,medium,i stopped understanding after few lessons,0
276,Web Development,USA,tablet,46,8,20,19,,platform is good but i am losing interest,0
277,Python,Germany,,150,27,93,4,high,content is good but explanations are confusing,1
278,Data Science,Germany,tablet,67,22,66,12,,content is good but explanations are confusing,0
279,Python,Canada,desktop,97,11,96,9,,i stopped understanding after few lessons,0
280,,USA,,19,1,30,25,,i stopped understanding after few lessons,0
281,Web Development,,tablet,62,10,119,2,medium,initially motivated but now skipping videos,0
282,Cyber Security,Germany,mobile,98,20,108,10,high,,0
283,Cyber Security,USA,,57,13,13,0,high,i was enjoying the course but now feeling lost,0
284,AI,UK,tablet,95,1,5,26,medium,initially motivated but now skipping videos,0
285,Python,,,107,14,68,26,medium,not enough support,1
286,Python,UK,,88,20,28,14,,content is good but explanations are confusing,0
287,AI,UK,desktop,141,22,54,23,,initially motivated but now skipping videos,0
288,AI,Germany,desktop,144,20,36,23,low,not enough support,1
289,AI,UK,mobile,144,17,58,28,low,not enough support,1
290,Web Development,Canada,desktop,115,26,35,3,medium,lectures are boring and repetitive,0
291,,Canada,desktop,119,13,84,14,,too fast pace for beginners,1
292,Python,Germany,desktop,52,20,75,6,medium,i stopped understanding after few lessons,0
293,Web Development,USA,tablet,41,27,109,14,,initially motivated but now skipping videos,1
294,AI,India,,48,11,58,3,,lectures are boring and repetitive,1
295,Python,USA,desktop,91,9,86,29,medium,platform is good but i am losing interest,1
296,Web Development,USA,tablet,39,13,77,2,medium,platform is good but i am losing interest,1
297,,USA,,13,21,63,22,high,lectures are boring and repetitive,1
298,Web Development,USA,desktop,132,14,42,13,high,i was enjoying the course but now feeling lost,0
299,,,desktop,96,4,117,5,low,lectures are boring and repetitive,0
300,AI,India,,109,1,41,0,medium,not enough support,0
301,,,tablet,104,21,73,8,low,too fast pace for beginners,1
302,Python,UK,tablet,98,5,59,11,medium,initially motivated but now skipping videos,0
303,AI,USA,mobile,43,11,61,17,medium,initially motivated but now skipping videos,1
304,Python,Canada,,88,1,63,28,medium,not enough support,0
305,Cyber Security,Germany,mobile,93,28,90,2,high,i stopped understanding after few lessons,1
306,Data Science,Germany,tablet,174,28,104,20,low,too fast pace for beginners,1
307,,,desktop,126,3,57,18,medium,i was enjoying the course but now feeling lost,0
308,Data Science,,mobile,109,6,1,2,low,great start but later became difficult,1
309,Data Science,Canada,tablet,47,15,77,23,low,need more examples and practice,0
310,,USA,tablet,92,0,70,13,high,initially motivated but now skipping videos,1
311,AI,India,desktop,153,0,80,3,high,need more examples and practice,1
312,Cyber Security,UK,,41,13,119,12,medium,i stopped understanding after few lessons,0
313,Python,Germany,tablet,3,10,83,12,,need more examples and practice,0
314,Web Development,UK,mobile,121,11,7,25,low,too fast pace for beginners,0
315,Python,India,desktop,77,10,55,1,high,need more examples and practice,0
316,Web Development,,,95,5,83,20,low,lectures are boring and repetitive,0
317,Python,Germany,,13,22,35,1,,platform is good but i am losing interest,0
318,,UK,,105,11,68,9,low,initially motivated but now skipping videos,0
319,Cyber Security,,tablet,18,20,12,10,medium,i was enjoying the course but now feeling lost,0
320,Web Development,India,,37,11,38,27,low,need more examples and practice,1
321,AI,UK,tablet,171,9,101,23,high,,0
322,Python,USA,desktop,162,7,80,14,medium,too fast pace for beginners,1
323,Python,,desktop,55,26,5,2,medium,,0
324,Web Development,India,,52,19,18,13,,initially motivated but now skipping videos,1
325,AI,UK,desktop,36,18,24,17,medium,content is good but explanations are confusing,1
326,AI,USA,mobile,114,6,2,18,high,great start but later became difficult,0
327,,USA,mobile,52,13,104,18,,initially motivated but now skipping videos,0
328,,India,tablet,19,3,52,0,medium,great start but later became difficult,0
329,,Canada,,140,0,27,18,,great start but later became difficult,0
330,,Germany,tablet,92,26,25,2,low,initially motivated but now skipping videos,0
331,,India,desktop,139,7,46,19,medium,initially motivated but now skipping videos,0
332,,USA,,48,4,7,28,high,platform is good but i am losing interest,0
333,Cyber Security,USA,tablet,101,28,56,7,high,too fast pace for beginners,1
334,AI,India,,99,7,54,24,medium,need more examples and practice,1
335,,Canada,,144,7,78,16,low,i was enjoying the course but now feeling lost,0
336,AI,Germany,tablet,47,27,0,0,,i stopped understanding after few lessons,0
337,AI,UK,,67,20,39,5,high,content is good but explanations are confusing,0
338,Data Science,India,desktop,31,23,22,16,high,too fast pace for beginners,1
339,Cyber Security,Germany,mobile,76,6,99,27,,,1
340,,Germany,mobile,8,28,53,20,,lectures are boring and repetitive,0
341,Python,,,44,18,41,29,high,i stopped understanding after few lessons,1
342,Web Development,USA,mobile,178,3,79,27,,i was enjoying the course but now feeling lost,1
343,Python,UK,,35,26,49,0,medium,initially motivated but now skipping videos,0
344,Cyber Security,India,tablet,14,27,3,12,high,too fast pace for beginners,1
345,Web Development,USA,desktop,110,28,7,23,high,content is good but explanations are confusing,0
346,Cyber Security,,mobile,4,22,35,11,high,i stopped understanding after few lessons,0
347,AI,,tablet,145,19,9,4,medium,i stopped understanding after few lessons,0
348,Web Development,USA,desktop,112,5,115,21,high,too fast pace for beginners,0
349,AI,Canada,mobile,69,11,29,19,,initially motivated but now skipping videos,1
350,Python,Germany,mobile,152,17,99,12,high,initially motivated but now skipping videos,1
351,Python,India,desktop,49,11,15,7,medium,need more examples and practice,0
352,Web Development,India,tablet,55,17,29,11,medium,not enough support,0
353,Web Development,India,tablet,151,2,63,24,low,great start but later became difficult,0
354,,USA,mobile,81,9,107,8,high,,0
355,Cyber Security,Canada,desktop,140,6,73,16,medium,platform is good but i am losing interest,1
356,,UK,tablet,139,2,10,13,low,great start but later became difficult,0
357,Cyber Security,,desktop,115,27,33,6,high,content is good but explanations are confusing,0
358,,USA,desktop,75,18,79,3,medium,too fast pace for beginners,0
359,AI,UK,mobile,98,12,54,28,medium,lectures are boring and repetitive,0
360,Web Development,,desktop,127,29,82,28,high,i was enjoying the course but now feeling lost,1
361,Python,,desktop,111,3,107,25,high,need more examples and practice,0
362,Cyber Security,Canada,,101,9,3,26,low,great start but later became difficult,0
363,Cyber Security,Germany,desktop,114,5,48,23,high,lectures are boring and repetitive,1
364,Python,India,tablet,29,0,43,6,high,initially motivated but now skipping videos,0
365,,UK,mobile,62,5,30,16,,not enough support,1
366,Cyber Security,USA,mobile,53,7,47,16,high,initially motivated but now skipping videos,0
367,AI,UK,desktop,117,27,98,0,medium,need more examples and practice,1
368,Web Development,Germany,desktop,176,14,97,1,low,need more examples and practice,0
369,Python,India,tablet,91,7,25,25,low,too fast pace for beginners,0
370,Web Development,UK,,106,21,102,17,low,platform is good but i am losing interest,0
371,Cyber Security,Germany,mobile,86,5,69,8,medium,too fast pace for beginners,0
372,Cyber Security,USA,,128,28,96,4,high,not enough support,1
373,Python,Canada,tablet,100,18,110,0,medium,need more examples and practice,0
374,AI,,mobile,176,13,90,6,,great start but later became difficult,1
375,Data Science,USA,tablet,94,1,11,25,low,platform is good but i am losing interest,1
376,Python,India,desktop,76,6,44,1,high,,0
377,Data Science,,tablet,3,7,7,2,high,platform is good but i am losing interest,1
378,,USA,desktop,81,9,8,3,low,,0
379,Data Science,USA,,105,12,0,2,,i was enjoying the course but now feeling lost,1
380,AI,USA,mobile,32,29,4,18,,i was enjoying the course but now feeling lost,1
381,,USA,mobile,8,21,70,24,high,too fast pace for beginners,0
382,Data Science,,,87,20,81,11,medium,great start but later became difficult,0
383,,India,desktop,30,19,53,14,low,too fast pace for beginners,1
384,Data Science,Germany,mobile,143,0,103,3,medium,too fast pace for beginners,0
385,AI,UK,tablet,74,8,23,23,high,i stopped understanding after few lessons,0
386,Data Science,Canada,desktop,123,26,25,0,low,need more examples and practice,0
387,Data Science,UK,mobile,121,9,9,15,,i was enjoying the course but now feeling lost,0
388,Data Science,UK,tablet,38,19,60,28,,i stopped understanding after few lessons,0
389,Python,Canada,tablet,143,1,39,5,,i stopped understanding after few lessons,1
390,Python,,mobile,158,19,43,16,high,need more examples and practice,0
391,Python,India,,174,28,111,4,,great start but later became difficult,1
392,AI,Canada,,154,10,11,22,low,i stopped understanding after few lessons,1
393,,India,mobile,115,4,117,12,low,need more examples and practice,1
394,Cyber Security,,tablet,109,17,21,11,low,,0
395,Data Science,UK,,78,6,26,0,low,too fast pace for beginners,0
396,Data Science,India,,36,2,66,24,,not enough support,1
397,AI,,,90,29,81,11,low,great start but later became difficult,0
398,Data Science,,desktop,159,15,68,26,high,platform is good but i am losing interest,0
399,Python,Germany,,40,14,13,24,low,lectures are boring and repetitive,0
400,Cyber Security,Canada,mobile,74,7,24,21,,i stopped understanding after few lessons,0
401,Web Development,Germany,mobile,46,19,51,29,,i stopped understanding after few lessons,1
402,Data Science,UK,desktop,107,27,94,1,medium,i was enjoying the course but now feeling lost,0
403,Python,Canada,desktop,170,26,84,17,low,lectures are boring and repetitive,0
404,Web Development,UK,mobile,146,4,111,8,,too fast pace for beginners,1
405,Cyber Security,Germany,desktop,100,2,117,15,medium,too fast pace for beginners,1
406,Web Development,,,164,28,58,28,high,i was enjoying the course but now feeling lost,0
